CID000000085,CID000000206,241
CID000000085,CID000000271,321
CID000000085,CID000000444,1053
CID000000085,CID000000772,346
CID000000085,CID000000853,524
CID000000085,CID000000937,394
CID000000085,CID000000942,816
CID000000085,CID000001983,116
CID000000085,CID000002162,520
CID000000085,CID000002244,421
CID000000085,CID000002250,356
CID000000085,CID000002462,150
CID000000085,CID000002524,271
CID000000085,CID000002585,335
CID000000085,CID000002771,507
CID000000085,CID000002803,200
CID000000085,CID000002806,296
CID000000085,CID000003016,198
CID000000085,CID000003043,496
CID000000085,CID000003062,943
CID000000085,CID000003075,264
CID000000085,CID000003121,284
CID000000085,CID000003348,541
CID000000085,CID000003365,339
CID000000085,CID000003405,316
CID000000085,CID000003440,856
CID000000085,CID000003446,521
CID000000085,CID000003478,325
CID000000085,CID000003696,50
CID000000085,CID000003878,216
CID000000085,CID000003883,505
CID000000085,CID000003937,1198
CID000000085,CID000003957,275
CID000000085,CID000003958,423
CID000000085,CID000004168,314
CID000000085,CID000004171,489
CID000000085,CID000004205,75
CID000000085,CID000004510,457
CID000000085,CID000004543,894
CID000000085,CID000004583,398
CID000000085,CID000004594,601
CID000000085,CID000004634,50
CID000000085,CID000004679,207
CID000000085,CID000004740,125
CID000000085,CID000004829,266
CID000000085,CID000004894,545
CID000000085,CID000005038,300
CID000000085,CID000005039,228
CID000000085,CID000005073,366
CID000000085,CID000005076,432
CID000000085,CID000005090,896
CID000000085,CID000005267,355
CID000000085,CID000005408,348
CID000000085,CID000005514,382
CID000000085,CID000005732,362
CID000000085,CID000006691,861
CID000000085,CID000008953,141
CID000000085,CID000027661,339
CID000000085,CID000054454,502
CID000000085,CID000059708,200
CID000000085,CID000062924,325
CID000000085,CID000087177,91
CID000000085,CID000150311,266
CID000000085,CID000156419,276
CID000000085,CID003085017,278
CID000000085,CID003468412,241
CID000000085,CID005281104,331
CID000000085,CID006398525,275
CID000000119,CID000000772,390
CID000000119,CID000001117,830
CID000000119,CID000001972,1142
CID000000119,CID000001983,1008
CID000000119,CID000002022,827
CID000000119,CID000002083,725
CID000000119,CID000002162,516
CID000000119,CID000002244,386
CID000000119,CID000002250,705
CID000000119,CID000002265,1140
CID000000119,CID000002274,773
CID000000119,CID000002622,466
CID000000119,CID000002650,841
CID000000119,CID000002656,482
CID000000119,CID000002764,507
CID000000119,CID000002771,225
CID000000119,CID000002907,700
CID000000119,CID000002909,696
CID000000119,CID000003325,626
CID000000119,CID000003365,791
CID000000119,CID000003367,262
CID000000119,CID000003405,375
CID000000119,CID000003440,831
CID000000119,CID000003454,794
CID000000119,CID000003467,432
CID000000119,CID000003640,598
CID000000119,CID000003883,423
CID000000119,CID000003929,766
CID000000119,CID000003958,763
CID000000119,CID000004159,968
CID000000119,CID000004173,631
CID000000119,CID000004253,1083
CID000000119,CID000004594,1410
CID000000119,CID000004595,861
CID000000119,CID000004679,735
CID000000119,CID000004873,1126
CID000000119,CID000004894,1159
CID000000119,CID000004900,742
CID000000119,CID000004943,405
CID000000119,CID000005039,664
CID000000119,CID000005372,912
CID000000119,CID000005645,404
CID000000119,CID000005651,902
CID000000119,CID000006691,291
CID000000119,CID000008953,241
CID000000119,CID000039765,775
CID000000119,CID000083786,812
CID000000143,CID000000206,166
CID000000143,CID000000444,494
CID000000143,CID000000450,498
CID000000143,CID000000453,867
CID000000143,CID000000581,275
CID000000143,CID000000596,764
CID000000143,CID000000598,1363
CID000000143,CID000000772,529
CID000000143,CID000000853,734
CID000000143,CID000000937,209
