CID000000085,CID000000206,11
CID000000085,CID000000271,15
CID000000085,CID000000444,47
CID000000085,CID000000772,26
CID000000085,CID000000853,38
CID000000085,CID000000937,21
CID000000085,CID000000942,33
CID000000085,CID000001983,5
CID000000085,CID000002162,36
CID000000085,CID000002244,32
CID000000085,CID000002250,22
CID000000085,CID000002462,6
CID000000085,CID000002524,17
CID000000085,CID000002585,18
CID000000085,CID000002771,21
CID000000085,CID000002803,8
CID000000085,CID000002806,16
CID000000085,CID000003016,9
CID000000085,CID000003043,23
CID000000085,CID000003062,44
CID000000085,CID000003075,12
CID000000085,CID000003121,21
CID000000085,CID000003348,22
CID000000085,CID000003365,17
CID000000085,CID000003405,20
CID000000085,CID000003440,55
CID000000085,CID000003446,24
CID000000085,CID000003478,13
CID000000085,CID000003696,2
CID000000085,CID000003878,9
CID000000085,CID000003883,31
CID000000085,CID000003937,64
CID000000085,CID000003957,11
CID000000085,CID000003958,19
CID000000085,CID000004168,20
CID000000085,CID000004171,29
CID000000085,CID000004205,3
CID000000085,CID000004510,20
CID000000085,CID000004543,41
CID000000085,CID000004583,17
CID000000085,CID000004594,51
CID000000085,CID000004634,2
CID000000085,CID000004679,11
CID000000085,CID000004740,5
CID000000085,CID000004829,11
CID000000085,CID000004894,30
CID000000085,CID000005038,12
CID000000085,CID000005039,13
CID000000085,CID000005073,15
CID000000085,CID000005076,18
CID000000085,CID000005090,38
CID000000085,CID000005267,16
CID000000085,CID000005408,15
CID000000085,CID000005514,16
CID000000085,CID000005732,18
CID000000085,CID000006691,39
CID000000085,CID000008953,7
CID000000085,CID000027661,19
CID000000085,CID000054454,25
CID000000085,CID000059708,8
CID000000085,CID000062924,13
CID000000085,CID000087177,4
CID000000085,CID000150311,11
CID000000085,CID000156419,15
CID000000085,CID003085017,15
CID000000085,CID003468412,10
CID000000085,CID005281104,31
CID000000085,CID006398525,11
CID000000119,CID000000772,23
CID000000119,CID000001117,35
CID000000119,CID000001972,61
CID000000119,CID000001983,63
CID000000119,CID000002022,44
CID000000119,CID000002083,29
CID000000119,CID000002162,21
CID000000119,CID000002244,27
CID000000119,CID000002250,30
CID000000119,CID000002265,52
CID000000119,CID000002274,33
CID000000119,CID000002622,19
CID000000119,CID000002650,34
CID000000119,CID000002656,20
CID000000119,CID000002764,21
CID000000119,CID000002771,9
CID000000119,CID000002907,39
CID000000119,CID000002909,38
CID000000119,CID000003325,29
CID000000119,CID000003365,46
CID000000119,CID000003367,13
CID000000119,CID000003405,15
CID000000119,CID000003440,51
CID000000119,CID000003454,36
CID000000119,CID000003467,18
CID000000119,CID000003640,25
CID000000119,CID000003883,21
CID000000119,CID000003929,31
CID000000119,CID000003958,38
CID000000119,CID000004159,51
CID000000119,CID000004173,32
CID000000119,CID000004253,48
CID000000119,CID000004594,69
CID000000119,CID000004595,42
CID000000119,CID000004679,33
CID000000119,CID000004873,51
CID000000119,CID000004894,59
CID000000119,CID000004900,44
CID000000119,CID000004943,18
CID000000119,CID000005039,38
CID000000119,CID000005372,58
CID000000119,CID000005645,17
CID000000119,CID000005651,57
CID000000119,CID000006691,12
CID000000119,CID000008953,10
CID000000119,CID000039765,31
CID000000119,CID000083786,36
CID000000143,CID000000206,7
CID000000143,CID000000444,37
CID000000143,CID000000450,25
CID000000143,CID000000453,54
CID000000143,CID000000581,11
CID000000143,CID000000596,123
CID000000143,CID000000598,143
CID000000143,CID000000772,71
CID000000143,CID000000853,118
CID000000143,CID000000937,11
CID000000143,CID000000942,14
CID000000143,CID000001117,109
CID000000143,CID000001302,55
CID000000143,CID000001690,114
CID000000143,CID000001775,54
CID000000143,CID000001971,12
CID000000143,CID000001972,41
CID000000143,CID000001978,25
CID000000143,CID000001983,133
CID000000143,CID000001986,10
CID000000143,CID000002019,12
CID000000143,CID000002022,120
CID000000143,CID000002083,116
CID000000143,CID000002088,76
CID000000143,CID000002118,62
CID000000143,CID000002142,53
CID000000143,CID000002153,11
CID000000143,CID000002156,41
CID000000143,CID000002160,51
CID000000143,CID000002162,114
CID000000143,CID000002171,29
CID000000143,CID000002173,46
CID000000143,CID000002187,41
CID000000143,CID000002244,140
CID000000143,CID000002249,136
CID000000143,CID000002250,111
CID000000143,CID000002269,73
CID000000143,CID000002284,13
CID000000143,CID000002311,29
CID000000143,CID000002369,2
CID000000143,CID000002405,16
CID000000143,CID000002471,8
CID000000143,CID000002477,42
CID000000143,CID000002478,27
CID000000143,CID000002520,45
CID000000143,CID000002524,24
CID000000143,CID000002541,37
CID000000143,CID000002550,65
CID000000143,CID000002554,17
CID000000143,CID000002576,6
CID000000143,CID000002578,22
CID000000143,CID000002585,55
CID000000143,CID000002617,17
CID000000143,CID000002622,81
CID000000143,CID000002650,24
CID000000143,CID000002656,59
CID000000143,CID000002658,24
CID000000143,CID000002662,108
CID000000143,CID000002666,28
CID000000143,CID000002678,33
CID000000143,CID000002713,16
CID000000143,CID000002756,19
CID000000143,CID000002764,128
CID000000143,CID000002771,90
CID000000143,CID000002786,52
CID000000143,CID000002802,75
CID000000143,CID000002803,46
CID000000143,CID000002806,79
CID000000143,CID000002812,24
CID000000143,CID000002891,25
CID000000143,CID000002895,74
CID000000143,CID000002907,143
CID000000143,CID000002909,103
CID000000143,CID000002955,48
CID000000143,CID000002978,45
CID000000143,CID000003003,166
CID000000143,CID000003016,129
CID000000143,CID000003032,67
CID000000143,CID000003043,29
CID000000143,CID000003062,58
CID000000143,CID000003075,58
CID000000143,CID000003108,15
CID000000143,CID000003121,54
CID000000143,CID000003143,63
CID000000143,CID000003148,45
CID000000143,CID000003152,8
CID000000143,CID000003154,23
CID000000143,CID000003157,27
CID000000143,CID000003161,48
CID000000143,CID000003203,9
CID000000143,CID000003222,75
CID000000143,CID000003249,16
CID000000143,CID000003305,6
CID000000143,CID000003310,127
CID000000143,CID000003325,101
CID000000143,CID000003333,14
CID000000143,CID000003339,14
CID000000143,CID000003345,115
CID000000143,CID000003348,96
CID000000143,CID000003350,23
CID000000143,CID000003355,23
CID000000143,CID000003365,153
CID000000143,CID000003367,36
CID000000143,CID000003385,141
CID000000143,CID000003386,91
CID000000143,CID000003403,19
CID000000143,CID000003405,140
CID000000143,CID000003440,147
CID000000143,CID000003446,72
CID000000143,CID000003454,54
CID000000143,CID000003461,38
CID000000143,CID000003463,23
CID000000143,CID000003467,21
CID000000143,CID000003476,38
CID000000143,CID000003478,49
CID000000143,CID000003488,71
CID000000143,CID000003510,99
CID000000143,CID000003516,26
CID000000143,CID000003559,30
CID000000143,CID000003639,102
CID000000143,CID000003640,85
CID000000143,CID000003648,57
CID000000143,CID000003652,61
CID000000143,CID000003661,83
CID000000143,CID000003672,89
CID000000143,CID000003676,24
CID000000143,CID000003690,120
CID000000143,CID000003702,21
CID000000143,CID000003715,9
CID000000143,CID000003746,21
CID000000143,CID000003749,8
CID000000143,CID000003750,96
CID000000143,CID000003780,18
CID000000143,CID000003793,29
CID000000143,CID000003825,20
CID000000143,CID000003877,59
CID000000143,CID000003883,137
CID000000143,CID000003890,10
CID000000143,CID000003899,86
CID000000143,CID000003929,47
CID000000143,CID000003937,121
CID000000143,CID000003954,118
CID000000143,CID000003957,64
CID000000143,CID000003958,182
CID000000143,CID000003961,70
CID000000143,CID000003962,24
CID000000143,CID000004052,57
CID000000143,CID000004075,18
CID000000143,CID000004091,61
CID000000143,CID000004107,26
CID000000143,CID000004112,196
CID000000143,CID000004158,45
CID000000143,CID000004159,28
CID000000143,CID000004168,67
CID000000143,CID000004170,21
CID000000143,CID000004171,96
CID000000143,CID000004173,94
CID000000143,CID000004205,65
CID000000143,CID000004212,50
CID000000143,CID000004253,174
CID000000143,CID000004409,19
CID000000143,CID000004463,9
CID000000143,CID000004485,62
CID000000143,CID000004509,19
CID000000143,CID000004510,46
CID000000143,CID000004539,6
CID000000143,CID000004583,76
CID000000143,CID000004585,17
CID000000143,CID000004594,159
CID000000143,CID000004595,146
CID000000143,CID000004609,128
CID000000143,CID000004616,23
CID000000143,CID000004634,35
CID000000143,CID000004635,84
CID000000143,CID000004666,44
CID000000143,CID000004674,74
CID000000143,CID000004679,113
CID000000143,CID000004691,54
CID000000143,CID000004812,12
CID000000143,CID000004829,44
CID000000143,CID000004856,37
CID000000143,CID000004873,87
CID000000143,CID000004889,77
CID000000143,CID000004894,85
CID000000143,CID000004900,118
CID000000143,CID000004917,120
CID000000143,CID000004927,100
CID000000143,CID000004943,40
CID000000143,CID000004946,28
CID000000143,CID000004993,36
CID000000143,CID000005002,10
CID000000143,CID000005005,17
CID000000143,CID000005029,43
CID000000143,CID000005035,25
CID000000143,CID000005038,40
CID000000143,CID000005039,135
CID000000143,CID000005073,22
CID000000143,CID000005076,64
CID000000143,CID000005090,67
CID000000143,CID000005095,25
CID000000143,CID000005152,45
CID000000143,CID000005155,35
CID000000143,CID000005184,36
CID000000143,CID000005203,107
CID000000143,CID000005212,4
CID000000143,CID000005215,37
CID000000143,CID000005234,67
CID000000143,CID000005245,80
CID000000143,CID000005253,24
CID000000143,CID000005267,33
CID000000143,CID000005291,27
CID000000143,CID000005372,68
CID000000143,CID000005391,82
CID000000143,CID000005394,16
CID000000143,CID000005401,18
CID000000143,CID000005408,20
CID000000143,CID000005412,12
CID000000143,CID000005426,25
CID000000143,CID000005496,11
CID000000143,CID000005512,28
CID000000143,CID000005523,14
CID000000143,CID000005544,61
CID000000143,CID000005556,13
CID000000143,CID000005645,72
CID000000143,CID000005647,21
CID000000143,CID000005650,78
