99000003488,1559

99000003488,8647

99000077992,3351

99000077992,3350

99000077992,3352

99000002083,1269

99000002083,124274

99000002083,2849

99000002083,2847

99000002083,2844

99000002083,2845

99000002083,2842

99000002083,54112

99000002083,136

99000002083,135

99000002083,134

99000002083,10692

99000002083,9287

99000002083,9283

99000002083,4985

99000002083,4987

99000002083,10663

99000002083,4988

99000002083,27201

99000002083,4889

99000002083,221391

99000002083,2850

99000002083,84539

99000002083,84634

99000002083,4887

99000002083,54329

99000002083,54328

99000002083,10886

99000002083,10887

99000002083,729230

99000002083,23566

99000002083,10888

99000002083,9170

99000002083,6010

99000002083,56923

99000002083,2798

99000002083,128674

99000002083,10803

99000002083,319100

99000002083,23596

99000002083,94233

99000002083,3274

99000002083,285601

99000002083,2827

99000002083,53831

99000002083,1902

99000002083,338557

99000002083,1234

99000002083,1230

99000002083,1813

99000002083,1232

99000002083,1233

99000002083,1238

99000002083,2837

99000002083,2835

99000002083,2834

99000002083,2832

99000002083,2831

99000002083,2830

99000002083,344561

99000002083,2652

99000002083,3354

99000002083,5737

99000002083,1241

99000002083,8811

99000002083,3351

99000002083,83550

99000002083,3350

99000002083,623

99000002083,2861

99000002083,64106

99000002083,3352

99000002083,339403

99000002083,153

99000002083,7852

99000002083,83873

99000002083,152

99000002083,155

99000002083,9038

99000002083,134864

99000002083,64582

99000002083,4829

99000002083,5540

99000002083,3361

99000002083,3362

99000002083,3363

99000002083,186

99000002083,187

99000002083,185

99000002083,2587

99000002083,9293

99000002083,5021

99000002083,57007

99000002083,4986

99000002083,118442

99000002083,8477

99000002083,4157

99000002083,84109

99000002083,2925

99000002083,5956

99000002083,6752

99000002083,6753

99000002083,350383

99000002083,6751

99000002083,6754

99000002083,6755

99000002083,2693

99000002083,151

99000002083,150

99000002083,2862

99000002083,2863

99000002083,887

99000002083,886

99000002083,554

99000002083,4886

99000002083,552

99000002083,59340

99000002083,3062

99000002083,3061

99000002083,4923

99000002083,1816

99000002083,5729

99000002083,4161

99000002083,4160

99000002083,11245

99000002083,7201

99000002083,139760

99000002083,146

99000002083,147

99000002083,134391

99000002083,140

99000002083,51289

99000002083,611

99000002083,148

99000002083,3355

99000002083,5734

99000002083,3357

99000002083,3356

99000002083,5731

99000002083,10316

99000002083,5733

99000002083,5732

99000002083,5739

99000002083,3358

99000002083,23620

99000002083,5995

99000002083,56413

99000002083,1812

99000002083,6915

99000002083,4158

99000002083,4159

99000002083,11250

99000002083,1814

99000002083,8484

99000002083,81491

99000002083,83551

99000002083,680

99000002083,11255

99000002088,23590

99000002088,2224

99000002088,57107

99000002088,23623

99000002088,9453

99000003658,3269

99000002802,2569

99000002802,2568

99000002802,2554

99000002802,200959

99000002802,2561

99000002802,2560

99000002802,2563

99000002802,2562

99000002802,2564

99000002802,2570

99000002803,1269

99000002803,124274

99000002803,2849

99000002803,2847

99000002803,2844

99000002803,2845

99000002803,2842

99000002803,54112

99000002803,136

99000002803,135

99000002803,134

99000002803,10692

99000002803,26

99000002803,9287

99000002803,9283

99000002803,4985

99000002803,4987

99000002803,10663

99000002803,4988

99000002803,27201

99000002803,4889

99000002803,8639

99000002803,221391

99000002803,2850

99000002803,84539

99000002803,84634

99000002803,4887

99000002803,54329

99000002803,54328

99000002803,10886

99000002803,10887

99000002803,729230

99000002803,23566

